Store ,StreetNum,Crime,,Full Address,,,
Target,2255,GRAND THEFT (Shoplifting) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VANDALISM ($400 OR MORE) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,DISORD CONDUCT:ALC (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,FRAUD,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,OBSTRUCT USE OF ANY WIRELESS COMMUNICATION DEVICE (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,COMMERCIAL BURGLARY,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,COMMERCIAL BURGLARY,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SIMPLE BATTERY (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(from Building) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,COMMERCIAL ROBBERY - NO WEAPON,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT (Shoplifting) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SIMPLE BATTERY (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,COMMERCIAL BURGLARY,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,OTHER ROBBERY - NO WEAPON,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT FROM LIBRARY OR MERCHANT (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT FROM LIBRARY OR MERCHANT (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT FROM LIBRARY OR MERCHANT (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,RESIDENTIAL BURGLARY,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,STREET ROBBERY - NO WEAPON,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,FRAUD,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,THEFT NOT EXCEEDING $950 (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SIMPLE BATTERY (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VANDALISM [$400 OR LESS] (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,FRAUD,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VANDALISM ($400 OR MORE) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,COMMERCIAL ROBBERY - WEAPON USED,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VANDALISM ($400 OR MORE) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,DISORD CONDUCT:ALC (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,FRAUD,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VANDALISM ($400 OR MORE) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,UNLAWFUL POSSESS/USE TEAR GAS OR TEAR GAS WEAPON:EX FEL/ETC (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,COMMERCIAL BURGLARY,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,THREATEN CRIME WITH INTENT TO TERRORIZE (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT (Shoplifting) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,COMMERCIAL ROBBERY - NO WEAPON,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,POSS CONTROLLED SUBS PARAPHERNALIA (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,BATTERY ON PERSON (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,POSS CONTROLLED SUBS PARAPHERNALIA (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,DUI ALC/0.08 PERCENT (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,WB
Target,2255,DUI ALCOHOL/DRUG (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,WB
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,STALKING (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,COMMERCIAL BURGLARY,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VANDALISM ($400 OR MORE) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT FROM LIBRARY OR MERCHANT (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,POSS CONTROLLED SUBS PARAPHERNALIA (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,FRAUD,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VANDALISM [$400 OR LESS] (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,COMMERCIAL ROBBERY - WEAPON USED,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,THEFT NOT EXCEEDING $950 (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT (Shoplifting) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(from Building) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,DUI DRUG (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,USE/UNDER INFL OF CONTROLLED SUBS (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,POSS CONTROLLED SUBS PARAPHERNALIA (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,POSS CONTROLLED SUBS PARAPHERNALIA (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SIMPLE BATTERY (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT (Theft From Building) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,STREET ROBBERY - WEAPON USED,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,POSSESS CONTROLLED SUBSTANCE (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,DISORD CONDUCT:ALC (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,POSSESS CONTROLLED SUBSTANCE (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SIMPLE BATTERY (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,OBSTRUCT/RESIST EXECUTIVE OFFICER WITH MINOR INJURY (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(from Building) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT W/2 PRIOR CONVICTIONS (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VANDALISM [$400 OR LESS] (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,OTHER SEX CRIME,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Purse Snatch) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT (Shoplifting) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,DISORD CONDUCT:ALC (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,COMMERCIAL BURGLARY,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VANDALISM [$400 OR LESS] (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,DUI ALCOHOL (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,FRAUD,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,POSS NARCOTIC CONTROLLED SUBS (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,COMMERCIAL ROBBERY - WEAPON USED,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT (Shoplifting) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,COMMERCIAL ROBBERY - WEAPON USED,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT FROM LIBRARY OR MERCHANT (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,BURGLARY (VEHICLE) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,DISORD CONDUCT:ALC (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT FROM LIBRARY OR MERCHANT (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT FROM LIBRARY OR MERCHANT (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,DUI ALCOHOL (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,FRAUD,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,THREATEN EXECUTIVE OFFICER WITH VIOLENCE (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT FROM LIBRARY OR MERCHANT (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,THROW SUBS AT VEH ON HWY (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SIMPLE BATTERY (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,COMMERCIAL ROBBERY - NO WEAPON,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,POSSESS MARIJUANA 1 OZ OR LESS WHILE DRIVING,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,COMMERCIAL ROBBERY - NO WEAPON,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,OTHER ROBBERY - WEAPON USED,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,COMMERCIAL ROBBERY - NO WEAPON,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT (Shoplifting) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VANDALISM [$400 OR LESS] (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT (Shoplifting) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VANDALISM ($400 OR MORE) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VANDALISM [$400 OR LESS] (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,ASSAULT W/DEADLY WEAPON:NOT F/ARM (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT FROM LIBRARY OR MERCHANT (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT (Shoplifting) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VANDALISM [$400 OR LESS] (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,POSS CONTROLLED SUBS PARAPHERNALIA (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,POSS NARCOTIC CONTROLLED SUBS (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,COMMERCIAL ROBBERY - NO WEAPON,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,FRAUD,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,FRAUD,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,THEFT NOT EXCEEDING $950 (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,BATTERY ON PERSON (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(from Building) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,RESIDENTIAL BURGLARY,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,POSS CONTROLLED SUBS PARAPHERNALIA (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT FROM LIBRARY OR MERCHANT (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,COMMERCIAL ROBBERY - NO WEAPON,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,BATTERY W/SER BODILY INJURY (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,STREET ROBBERY - WEAPON USED,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(All Other Larceny) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,POSS CONTROLLED SUBS FOR SALE (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,POSS CONTROLLED SUBS PARAPHERNALIA (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,POSSESS CONTROLLED SUBSTANCE (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VANDALISM ($400 OR MORE) (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,SHOPLIFTING (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,OTHER SEX CRIME,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,BATTERY ON PERSON (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,THEFT OF MERCHANDISE W/ INTENT TO SELL/EXCHANGE: OVER $950 (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,VEHICLE BREAK-IN/THEFT,,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,PETTY THEFT(Shoplift) (M),,"2255 S El Camino Real, Oceanside, CA 92054",,,
Target,2255,THEFT OF MERCHANDISE W/ INTENT TO SELL - POSSESSION: OVER $950 (F),,"2255 S El Camino Real, Oceanside, CA 92054",,,
